,TransactionID,CustomerID,ProductID,Date,Quantity,Discount,status,Category,Price,Name,Region,Signup_Date,total_amount,Month_Name,Day_Name
15,10016,CUST-096,PROD-001,2023-01-01 15:00:00,8,0.1,Approved,Clothing,152.01,Customer_96,South,2021-10-31,1094.47,January,Sunday
16,10017,CUST-046,PROD-015,2023-01-01 16:00:00,1,0.1,Approved,Office,108.21,Customer_46,West,2020-11-15,97.39,January,Sunday
17,10018,CUST-053,PROD-020,2023-01-01 17:00:00,4,0.2,Approved,Electronics,59.07,Customer_53,North,2021-01-03,189.02,January,Sunday
18,10019,CUST-009,PROD-008,2023-01-01 18:00:00,5,0.05,Approved,Office,348.22,Customer_9,North,2020-03-01,1654.04,January,Sunday
19,10020,CUST-087,PROD-002,2023-01-01 19:00:00,1,0.05,Approved,Office,494.51,Customer_87,South,2021-08-29,469.78,January,Sunday
20,10021,CUST-042,PROD-008,2023-01-01 20:00:00,3,0.0,Approved,Office,348.22,Customer_42,East,2020-10-18,1044.66,January,Sunday
21,10022,CUST-051,PROD-012,2023-01-01 21:00:00,5,0.05,Approved,Furniture,64.77,Customer_51,South,2020-12-20,307.66,January,Sunday
22,10023,CUST-030,PROD-003,2023-01-01 22:00:00,4,0.05,Approved,Electronics,481.21,Customer_30,North,2020-07-26,1828.6,January,Sunday
23,10024,CUST-065,PROD-018,2023-01-01 23:00:00,9,0.2,Approved,Furniture,211.46,Customer_65,South,2021-03-28,1522.51,January,Sunday
24,10025,CUST-014,PROD-020,2023-01-02 00:00:00,5,0.05,Approved,Electronics,59.07,Customer_14,Midwest,2020-04-05,280.58,January,Monday
25,10026,CUST-030,PROD-008,2023-01-02 01:00:00,7,0.0,Approved,Office,348.22,Customer_30,North,2020-07-26,2437.54,January,Monday
26,10027,CUST-094,PROD-005,2023-01-02 02:00:00,5,0.1,Approved,Electronics,282.48,Customer_94,East,2021-10-17,1271.16,January,Monday
27,10028,CUST-004,PROD-014,2023-01-02 03:00:00,1,0.0,Approved,Electronics,300.42,Customer_4,Midwest,2020-01-26,300.42,January,Monday
28,10029,CUST-061,PROD-014,2023-01-02 04:00:00,6,0.05,Returned,Electronics,300.42,Customer_61,South,2021-02-28,1712.39,January,Monday
29,10030,CUST-096,PROD-012,2023-01-02 05:00:00,5,0.2,Approved,Furniture,64.77,Customer_96,South,2021-10-31,259.08,January,Monday
30,10031,CUST-070,PROD-014,2023-01-02 06:00:00,5,0.05,Approved,Electronics,300.42,Customer_70,East,2021-05-02,1427.0,January,Monday
31,10032,CUST-056,PROD-008,2023-01-02 07:00:00,5,0.1,Approved,Office,348.22,Customer_56,East,2021-01-24,1566.99,January,Monday
32,10033,CUST-092,PROD-002,2023-01-02 08:00:00,3,0.1,Approved,Office,494.51,Customer_92,Midwest,2021-10-03,1335.18,January,Monday
33,10034,CUST-069,PROD-002,2023-01-02 09:00:00,8,0.2,Approved,Office,494.51,Customer_69,Midwest,2021-04-25,3164.86,January,Monday
34,10035,CUST-038,PROD-016,2023-01-02 10:00:00,8,0.1,Approved,Electronics,50.92,Customer_38,Midwest,2020-09-20,366.62,January,Monday
35,10036,CUST-073,PROD-002,2023-01-02 11:00:00,7,0.2,Approved,Office,494.51,Customer_73,West,2021-05-23,2769.26,January,Monday
36,10037,CUST-061,PROD-006,2023-01-02 12:00:00,9,0.1,Approved,Electronics,421.8,Customer_61,South,2021-02-28,3416.58,January,Monday
37,10038,CUST-027,PROD-005,2023-01-02 13:00:00,1,0.1,Approved,Electronics,282.48,Customer_27,Midwest,2020-07-05,254.23,January,Monday
38,10039,CUST-011,PROD-014,2023-01-02 14:00:00,8,0.0,Approved,Electronics,300.42,Customer_11,South,2020-03-15,2403.36,January,Monday
39,10040,CUST-013,PROD-003,2023-01-02 15:00:00,3,0.2,Approved,Electronics,481.21,Customer_13,Midwest,2020-03-29,1154.9,January,Monday
40,10041,CUST-068,PROD-008,2023-01-02 16:00:00,9,0.1,Approved,Office,348.22,Customer_68,Midwest,2021-04-18,2820.58,January,Monday
41,10042,CUST-053,PROD-014,2023-01-02 17:00:00,5,0.05,Approved,Electronics,300.42,Customer_53,North,2021-01-03,1427.0,January,Monday
42,10043,CUST-030,PROD-014,2023-01-02 18:00:00,4,0.0,Approved,Electronics,300.42,Customer_30,North,2020-07-26,1201.68,January,Monday
43,10044,CUST-020,PROD-018,2023-01-02 19:00:00,10,0.05,Approved,Furniture,211.46,Customer_20,West,2020-05-17,2008.87,January,Monday
44,10045,CUST-064,PROD-018,2023-01-02 20:00:00,4,0.0,Approved,Furniture,211.46,Customer_64,West,2021-03-21,845.84,January,Monday
45,10046,CUST-097,PROD-019,2023-01-02 21:00:00,9,0.0,Approved,Clothing,70.37,Customer_97,East,2021-11-07,633.33,January,Monday
46,10047,CUST-017,PROD-015,2023-01-02 22:00:00,9,0.2,Approved,Office,108.21,Customer_17,South,2020-04-26,779.11,January,Monday
47,10048,CUST-095,PROD-014,2023-01-02 23:00:00,8,0.0,Returned,Electronics,300.42,Customer_95,South,2021-10-24,2403.36,January,Monday
48,10049,CUST-031,PROD-005,2023-01-03 00:00:00,8,0.05,Approved,Electronics,282.48,Customer_31,West,2020-08-02,2146.85,January,Tuesday
49,10050,CUST-082,PROD-015,2023-01-03 01:00:00,3,0.0,Approved,Office,108.21,Customer_82,North,2021-07-25,324.63,January,Tuesday
50,10051,CUST-021,PROD-001,2023-01-03 02:00:00,7,0.0,Approved,Clothing,152.01,Customer_21,Midwest,2020-05-24,1064.07,January,Tuesday
51,10052,CUST-059,PROD-001,2023-01-03 03:00:00,2,0.0,Approved,Clothing,152.01,Customer_59,East,2021-02-14,304.02,January,Tuesday
52,10053,CUST-002,PROD-005,2023-01-03 04:00:00,6,0.2,Approved,Electronics,282.48,Customer_2,South,2020-01-12,1355.9,January,Tuesday
53,10054,CUST-056,PROD-010,2023-01-03 05:00:00,1,0.05,Approved,Electronics,294.57,Customer_56,East,2021-01-24,279.84,January,Tuesday
54,10055,CUST-050,PROD-016,2023-01-03 06:00:00,1,0.0,Approved,Electronics,50.92,Customer_50,West,2020-12-13,50.92,January,Tuesday
55,10056,CUST-006,PROD-001,2023-01-03 07:00:00,7,0.05,Approved,Clothing,152.01,Customer_6,North,2020-02-09,1010.87,January,Tuesday
56,10057,CUST-040,PROD-014,2023-01-03 08:00:00,6,0.1,Approved,Electronics,300.42,Customer_40,South,2020-10-04,1622.27,January,Tuesday
57,10058,CUST-095,PROD-004,2023-01-03 09:00:00,8,0.05,Approved,Office,340.59,Customer_95,South,2021-10-24,2588.48,January,Tuesday
58,10059,CUST-038,PROD-011,2023-01-03 10:00:00,5,0.1,Approved,Electronics,93.48,Customer_38,Midwest,2020-09-20,420.66,January,Tuesday
59,10060,CUST-029,PROD-010,2023-01-03 11:00:00,5,0.2,Approved,Electronics,294.57,Customer_29,South,2020-07-19,1178.28,January,Tuesday
60,10061,CUST-036,PROD-005,2023-01-03 12:00:00,7,0.1,Approved,Electronics,282.48,Customer_36,East,2020-09-06,1779.62,January,Tuesday
61,10062,CUST-084,PROD-004,2023-01-03 13:00:00,2,0.05,Approved,Office,340.59,Customer_84,South,2021-08-08,647.12,January,Tuesday
62,10063,CUST-055,PROD-008,2023-01-03 14:00:00,4,0.05,Approved,Office,348.22,Customer_55,Midwest,2021-01-17,1323.24,January,Tuesday
63,10064,CUST-022,PROD-018,2023-01-03 15:00:00,3,0.2,Approved,Furniture,211.46,Customer_22,East,2020-05-31,507.5,January,Tuesday
64,10065,CUST-093,PROD-001,2023-01-03 16:00:00,6,0.05,Approved,Clothing,152.01,Customer_93,West,2021-10-10,866.46,January,Tuesday
65,10066,CUST-090,PROD-010,2023-01-03 17:00:00,6,0.0,Approved,Electronics,294.57,Customer_90,Midwest,2021-09-19,1767.42,January,Tuesday
66,10067,CUST-026,PROD-012,2023-01-03 18:00:00,7,0.05,Approved,Furniture,64.77,Customer_26,East,2020-06-28,430.72,January,Tuesday
67,10068,CUST-055,PROD-017,2023-01-03 19:00:00,1,0.0,Approved,Furniture,244.09,Customer_55,Midwest,2021-01-17,244.09,January,Tuesday
68,10069,CUST-004,PROD-017,2023-01-03 20:00:00,6,0.05,Approved,Furniture,244.09,Customer_4,Midwest,2020-01-26,1391.31,January,Tuesday
69,10070,CUST-043,PROD-020,2023-01-03 21:00:00,4,0.2,Approved,Electronics,59.07,Customer_43,West,2020-10-25,189.02,January,Tuesday
70,10071,CUST-060,PROD-018,2023-01-03 22:00:00,5,0.05,Approved,Furniture,211.46,Customer_60,West,2021-02-21,1004.44,January,Tuesday
71,10072,CUST-034,PROD-002,2023-01-03 23:00:00,4,0.2,Approved,Office,494.51,Customer_34,North,2020-08-23,1582.43,January,Tuesday
72,10073,CUST-089,PROD-017,2023-01-04 00:00:00,1,0.05,Approved,Furniture,244.09,Customer_89,North,2021-09-12,231.89,January,Wednesday
73,10074,CUST-059,PROD-016,2023-01-04 01:00:00,6,0.0,Approved,Electronics,50.92,Customer_59,East,2021-02-14,305.52,January,Wednesday
74,10075,CUST-077,PROD-013,2023-01-04 02:00:00,7,0.05,Approved,Office,60.22,Customer_77,West,2021-06-20,400.46,January,Wednesday
75,10076,CUST-053,PROD-019,2023-01-04 03:00:00,7,0.1,Approved,Clothing,70.37,Customer_53,North,2021-01-03,443.33,January,Wednesday
76,10077,CUST-061,PROD-008,2023-01-04 04:00:00,4,0.05,Approved,Office,348.22,Customer_61,South,2021-02-28,1323.24,January,Wednesday
77,10078,CUST-038,PROD-003,2023-01-04 05:00:00,1,0.0,Approved,Electronics,481.21,Customer_38,Midwest,2020-09-20,481.21,January,Wednesday
78,10079,CUST-076,PROD-011,2023-01-04 06:00:00,6,0.1,Approved,Electronics,93.48,Customer_76,East,2021-06-13,504.79,January,Wednesday
79,10080,CUST-098,PROD-004,2023-01-04 07:00:00,3,0.05,Approved,Office,340.59,Customer_98,Midwest,2021-11-14,970.68,January,Wednesday
80,10081,CUST-078,PROD-007,2023-01-04 08:00:00,0,0.0,Canceled,Clothing,304.97,Customer_78,West,2021-06-27,0.0,January,Wednesday
81,10082,CUST-008,PROD-004,2023-01-04 09:00:00,7,0.0,Returned,Office,340.59,Customer_8,West,2020-02-23,2384.13,January,Wednesday
82,10083,CUST-097,PROD-009,2023-01-04 10:00:00,5,0.2,Returned,Furniture,293.46,Customer_97,East,2021-11-07,1173.84,January,Wednesday
83,10084,CUST-026,PROD-014,2023-01-04 11:00:00,9,0.1,Approved,Electronics,300.42,Customer_26,East,2020-06-28,2433.4,January,Wednesday
84,10085,CUST-100,PROD-010,2023-01-04 12:00:00,1,0.0,Approved,Electronics,294.57,Customer_100,West,2021-11-28,294.57,January,Wednesday
85,10086,CUST-096,PROD-009,2023-01-04 13:00:00,5,0.05,Approved,Furniture,293.46,Customer_96,South,2021-10-31,1393.94,January,Wednesday
86,10087,CUST-090,PROD-013,2023-01-04 14:00:00,7,0.1,Approved,Office,60.22,Customer_90,Midwest,2021-09-19,379.39,January,Wednesday
87,10088,CUST-091,PROD-020,2023-01-04 15:00:00,1,0.1,Approved,Electronics,59.07,Customer_91,South,2021-09-26,53.16,January,Wednesday
88,10089,CUST-022,PROD-012,2023-01-04 16:00:00,4,0.1,Approved,Furniture,64.77,Customer_22,East,2020-05-31,233.17,January,Wednesday
89,10090,CUST-002,PROD-011,2023-01-04 17:00:00,1,0.1,Approved,Electronics,93.48,Customer_2,South,2020-01-12,84.13,January,Wednesday
90,10091,CUST-064,PROD-015,2023-01-04 18:00:00,3,0.05,Approved,Office,108.21,Customer_64,West,2021-03-21,308.4,January,Wednesday
91,10092,CUST-099,PROD-002,2023-01-04 19:00:00,3,0.1,Approved,Office,494.51,Customer_99,North,2021-11-21,1335.18,January,Wednesday
92,10093,CUST-004,PROD-006,2023-01-04 20:00:00,6,0.05,Approved,Electronics,421.8,Customer_4,Midwest,2020-01-26,2404.26,January,Wednesday
93,10094,CUST-100,PROD-007,2023-01-04 21:00:00,1,0.05,Approved,Clothing,304.97,Customer_100,West,2021-11-28,289.72,January,Wednesday
94,10095,CUST-005,PROD-011,2023-01-04 22:00:00,2,0.2,Approved,Electronics,93.48,Customer_5,West,2020-02-02,149.57,January,Wednesday
95,10096,CUST-003,PROD-014,2023-01-04 23:00:00,3,0.1,Approved,Electronics,300.42,Customer_3,East,2020-01-19,811.13,January,Wednesday
96,10097,CUST-067,PROD-020,2023-01-05 00:00:00,7,0.0,Approved,Electronics,59.07,Customer_67,Midwest,2021-04-11,413.49,January,Thursday
97,10098,CUST-059,PROD-007,2023-01-05 01:00:00,2,0.0,Approved,Clothing,304.97,Customer_59,East,2021-02-14,609.94,January,Thursday
98,10099,CUST-049,PROD-002,2023-01-05 02:00:00,9,0.05,Approved,Office,494.51,Customer_49,West,2020-12-06,4228.06,January,Thursday
99,10100,CUST-039,PROD-010,2023-01-05 03:00:00,3,0.05,Approved,Electronics,294.57,Customer_39,North,2020-09-27,839.52,January,Thursday
100,10101,CUST-017,PROD-011,2023-01-05 04:00:00,4,0.1,Approved,Electronics,93.48,Customer_17,South,2020-04-26,336.53,January,Thursday
101,10102,CUST-038,PROD-013,2023-01-05 05:00:00,8,0.0,Approved,Office,60.22,Customer_38,Midwest,2020-09-20,481.76,January,Thursday
102,10103,CUST-015,PROD-009,2023-01-05 06:00:00,9,0.2,Approved,Furniture,293.46,Customer_15,North,2020-04-12,2112.91,January,Thursday
103,10104,CUST-066,PROD-010,2023-01-05 07:00:00,6,0.2,Approved,Electronics,294.57,Customer_66,West,2021-04-04,1413.94,January,Thursday
104,10105,CUST-010,PROD-015,2023-01-05 08:00:00,3,0.2,Approved,Office,108.21,Customer_10,North,2020-03-08,259.7,January,Thursday
105,10106,CUST-007,PROD-011,2023-01-05 09:00:00,4,0.0,Approved,Electronics,93.48,Customer_7,West,2020-02-16,373.92,January,Thursday
106,10107,CUST-062,PROD-017,2023-01-05 10:00:00,2,0.05,Approved,Furniture,244.09,Customer_62,West,2021-03-07,463.77,January,Thursday
107,10108,CUST-035,PROD-015,2023-01-05 11:00:00,8,0.05,Approved,Office,108.21,Customer_35,Midwest,2020-08-30,822.4,January,Thursday
108,10109,CUST-070,PROD-010,2023-01-05 12:00:00,7,0.05,Approved,Electronics,294.57,Customer_70,East,2021-05-02,1958.89,January,Thursday
109,10110,CUST-029,PROD-012,2023-01-05 13:00:00,4,0.05,Approved,Furniture,64.77,Customer_29,South,2020-07-19,246.13,January,Thursday
110,10111,CUST-055,PROD-016,2023-01-05 14:00:00,3,0.05,Approved,Electronics,50.92,Customer_55,Midwest,2021-01-17,145.12,January,Thursday
111,10112,CUST-053,PROD-001,2023-01-05 15:00:00,1,0.1,Approved,Clothing,152.01,Customer_53,North,2021-01-03,136.81,January,Thursday
112,10113,CUST-028,PROD-011,2023-01-05 16:00:00,1,0.05,Approved,Electronics,93.48,Customer_28,South,2020-07-12,88.81,January,Thursday
113,10114,CUST-004,PROD-002,2023-01-05 17:00:00,3,0.05,Approved,Office,494.51,Customer_4,Midwest,2020-01-26,1409.35,January,Thursday
114,10115,CUST-100,PROD-005,2023-01-05 18:00:00,1,0.0,Approved,Electronics,282.48,Customer_100,West,2021-11-28,282.48,January,Thursday
115,10116,CUST-056,PROD-020,2023-01-05 19:00:00,2,0.2,Approved,Electronics,59.07,Customer_56,East,2021-01-24,94.51,January,Thursday
116,10117,CUST-035,PROD-016,2023-01-05 20:00:00,9,0.0,Approved,Electronics,50.92,Customer_35,Midwest,2020-08-30,458.28,January,Thursday
117,10118,CUST-100,PROD-010,2023-01-05 21:00:00,3,0.05,Approved,Electronics,294.57,Customer_100,West,2021-11-28,839.52,January,Thursday
118,10119,CUST-005,PROD-020,2023-01-05 22:00:00,0,0.05,Canceled,Electronics,59.07,Customer_5,West,2020-02-02,0.0,January,Thursday
119,10120,CUST-085,PROD-001,2023-01-05 23:00:00,2,0.1,Approved,Clothing,152.01,Customer_85,West,2021-08-15,273.62,January,Thursday
120,10121,CUST-085,PROD-017,2023-01-06 00:00:00,3,0.1,Approved,Furniture,244.09,Customer_85,West,2021-08-15,659.04,January,Friday
121,10122,CUST-083,PROD-017,2023-01-06 01:00:00,3,0.2,Approved,Furniture,244.09,Customer_83,Midwest,2021-08-01,585.82,January,Friday
122,10123,CUST-059,PROD-002,2023-01-06 02:00:00,4,0.2,Approved,Office,494.51,Customer_59,East,2021-02-14,1582.43,January,Friday
123,10124,CUST-026,PROD-003,2023-01-06 03:00:00,5,0.2,Approved,Electronics,481.21,Customer_26,East,2020-06-28,1924.84,January,Friday
124,10125,CUST-029,PROD-002,2023-01-06 04:00:00,4,0.1,Approved,Office,494.51,Customer_29,South,2020-07-19,1780.24,January,Friday
125,10126,CUST-099,PROD-003,2023-01-06 05:00:00,5,0.05,Returned,Electronics,481.21,Customer_99,North,2021-11-21,2285.75,January,Friday
126,10127,CUST-092,PROD-011,2023-01-06 06:00:00,6,0.1,Approved,Electronics,93.48,Customer_92,Midwest,2021-10-03,504.79,January,Friday
127,10128,CUST-068,PROD-020,2023-01-06 07:00:00,4,0.2,Approved,Electronics,59.07,Customer_68,Midwest,2021-04-18,189.02,January,Friday
128,10129,CUST-089,PROD-003,2023-01-06 08:00:00,3,0.2,Approved,Electronics,481.21,Customer_89,North,2021-09-12,1154.9,January,Friday
129,10130,CUST-064,PROD-006,2023-01-03 09:00:00,4,0.05,Approved,Electronics,421.8,Customer_64,West,2021-03-21,1602.84,January,Tuesday
130,10131,CUST-025,PROD-001,2023-01-06 10:00:00,2,0.1,Approved,Clothing,152.01,Customer_25,North,2020-06-21,273.62,January,Friday
131,10132,CUST-025,PROD-013,2023-01-06 11:00:00,3,0.1,Approved,Office,60.22,Customer_25,North,2020-06-21,162.59,January,Friday
132,10133,CUST-080,PROD-019,2023-01-06 12:00:00,3,0.0,Approved,Clothing,70.37,Customer_80,West,2021-07-11,211.11,January,Friday
133,10134,CUST-093,PROD-009,2023-01-06 13:00:00,3,0.0,Approved,Furniture,293.46,Customer_93,West,2021-10-10,880.38,January,Friday
134,10135,CUST-059,PROD-006,2023-01-06 14:00:00,5,0.1,Approved,Electronics,421.8,Customer_59,East,2021-02-14,1898.1,January,Friday
135,10136,CUST-071,PROD-013,2023-01-06 15:00:00,5,0.2,Approved,Office,60.22,Customer_71,Midwest,2021-05-09,240.88,January,Friday
136,10137,CUST-065,PROD-008,2023-01-06 16:00:00,2,0.2,Approved,Office,348.22,Customer_65,South,2021-03-28,557.15,January,Friday
137,10138,CUST-035,PROD-001,2023-01-06 17:00:00,8,0.0,Approved,Clothing,152.01,Customer_35,Midwest,2020-08-30,1216.08,January,Friday
138,10139,CUST-015,PROD-016,2023-01-06 18:00:00,8,0.05,Approved,Electronics,50.92,Customer_15,North,2020-04-12,386.99,January,Friday
139,10140,CUST-073,PROD-013,2023-01-06 19:00:00,8,0.05,Approved,Office,60.22,Customer_73,West,2021-05-23,457.67,January,Friday
140,10141,CUST-058,PROD-010,2023-01-06 20:00:00,3,0.1,Approved,Electronics,294.57,Customer_58,Midwest,2021-02-07,795.34,January,Friday
141,10142,CUST-074,PROD-012,2023-01-06 21:00:00,3,0.0,Approved,Furniture,64.77,Customer_74,Midwest,2021-05-30,194.31,January,Friday
142,10143,CUST-100,PROD-019,2023-01-06 22:00:00,8,0.0,Approved,Clothing,70.37,Customer_100,West,2021-11-28,562.96,January,Friday
143,10144,CUST-053,PROD-003,2023-01-06 23:00:00,2,0.0,Approved,Electronics,481.21,Customer_53,North,2021-01-03,962.42,January,Friday
144,10145,CUST-082,PROD-004,2023-01-07 00:00:00,8,0.2,Approved,Office,340.59,Customer_82,North,2021-07-25,2179.78,January,Saturday
145,10146,CUST-056,PROD-014,2023-01-07 01:00:00,9,0.05,Approved,Electronics,300.42,Customer_56,East,2021-01-24,2568.59,January,Saturday
146,10147,CUST-068,PROD-015,2023-01-04 02:00:00,8,0.0,Approved,Office,108.21,Customer_68,Midwest,2021-04-18,865.68,January,Wednesday
147,10148,CUST-099,PROD-001,2023-01-07 03:00:00,9,0.2,Approved,Clothing,152.01,Customer_99,North,2021-11-21,1094.47,January,Saturday
148,10149,CUST-098,PROD-012,2023-01-07 04:00:00,2,0.0,Approved,Furniture,64.77,Customer_98,Midwest,2021-11-14,129.54,January,Saturday
149,10150,CUST-037,PROD-019,2023-01-07 05:00:00,1,0.0,Approved,Clothing,70.37,Customer_37,East,2020-09-13,70.37,January,Saturday
150,10151,CUST-046,PROD-005,2023-01-07 06:00:00,1,0.05,Approved,Electronics,282.48,Customer_46,West,2020-11-15,268.36,January,Saturday
151,10152,CUST-043,PROD-011,2023-01-07 07:00:00,1,0.2,Approved,Electronics,93.48,Customer_43,West,2020-10-25,74.78,January,Saturday
152,10153,CUST-047,PROD-017,2023-01-07 08:00:00,8,0.1,Approved,Furniture,244.09,Customer_47,Midwest,2020-11-22,1757.45,January,Saturday
153,10154,CUST-019,PROD-003,2023-01-07 09:00:00,1,0.2,Approved,Electronics,481.21,Customer_19,West,2020-05-10,384.97,January,Saturday
154,10155,CUST-091,PROD-019,2023-01-07 10:00:00,8,0.1,Returned,Clothing,70.37,Customer_91,South,2021-09-26,506.66,January,Saturday
155,10156,CUST-067,PROD-011,2023-01-07 11:00:00,3,0.05,Approved,Electronics,93.48,Customer_67,Midwest,2021-04-11,266.42,January,Saturday
156,10157,CUST-055,PROD-013,2023-01-07 12:00:00,8,0.05,Approved,Office,60.22,Customer_55,Midwest,2021-01-17,457.67,January,Saturday
157,10158,CUST-096,PROD-018,2023-01-07 13:00:00,6,0.05,Approved,Furniture,211.46,Customer_96,South,2021-10-31,1205.32,January,Saturday
158,10159,CUST-073,PROD-004,2023-01-07 14:00:00,3,0.05,Approved,Office,340.59,Customer_73,West,2021-05-23,970.68,January,Saturday
159,10160,CUST-097,PROD-016,2023-01-07 15:00:00,3,0.05,Approved,Electronics,50.92,Customer_97,East,2021-11-07,145.12,January,Saturday
160,10161,CUST-085,PROD-010,2023-01-07 16:00:00,1,0.0,Approved,Electronics,294.57,Customer_85,West,2021-08-15,294.57,January,Saturday
161,10162,CUST-004,PROD-011,2023-01-07 17:00:00,6,0.1,Approved,Electronics,93.48,Customer_4,Midwest,2020-01-26,504.79,January,Saturday
162,10163,CUST-046,PROD-014,2023-01-07 18:00:00,7,0.05,Approved,Electronics,300.42,Customer_46,West,2020-11-15,1997.79,January,Saturday
163,10164,CUST-037,PROD-009,2023-01-07 19:00:00,8,0.0,Approved,Furniture,293.46,Customer_37,East,2020-09-13,2347.68,January,Saturday
164,10165,CUST-031,PROD-008,2023-01-07 20:00:00,4,0.1,Approved,Office,348.22,Customer_31,West,2020-08-02,1253.59,January,Saturday
165,10166,CUST-039,PROD-005,2023-01-07 21:00:00,4,0.1,Approved,Electronics,282.48,Customer_39,North,2020-09-27,1016.93,January,Saturday
166,10167,CUST-090,PROD-009,2023-01-07 22:00:00,5,0.1,Approved,Furniture,293.46,Customer_90,Midwest,2021-09-19,1320.57,January,Saturday
167,10168,CUST-038,PROD-013,2023-01-07 23:00:00,4,0.2,Approved,Office,60.22,Customer_38,Midwest,2020-09-20,192.7,January,Saturday
168,10169,CUST-062,PROD-013,2023-01-08 00:00:00,6,0.0,Approved,Office,60.22,Customer_62,West,2021-03-07,361.32,January,Sunday
169,10170,CUST-049,PROD-008,2023-01-08 01:00:00,6,0.2,Approved,Office,348.22,Customer_49,West,2020-12-06,1671.46,January,Sunday
170,10171,CUST-086,PROD-014,2023-01-08 02:00:00,5,0.2,Approved,Electronics,300.42,Customer_86,Midwest,2021-08-22,1201.68,January,Sunday
171,10172,CUST-099,PROD-011,2023-01-08 03:00:00,4,0.0,Approved,Electronics,93.48,Customer_99,North,2021-11-21,373.92,January,Sunday
172,10173,CUST-020,PROD-007,2023-01-08 04:00:00,7,0.2,Approved,Clothing,304.97,Customer_20,West,2020-05-17,1707.83,January,Sunday
173,10174,CUST-055,PROD-013,2023-01-08 05:00:00,8,0.2,Approved,Office,60.22,Customer_55,Midwest,2021-01-17,385.41,January,Sunday
174,10175,CUST-042,PROD-018,2023-01-08 06:00:00,4,0.1,Approved,Furniture,211.46,Customer_42,East,2020-10-18,761.26,January,Sunday
175,10176,CUST-094,PROD-010,2023-01-08 07:00:00,6,0.2,Approved,Electronics,294.57,Customer_94,East,2021-10-17,1413.94,January,Sunday
176,10177,CUST-002,PROD-019,2023-01-08 08:00:00,8,0.1,Approved,Clothing,70.37,Customer_2,South,2020-01-12,506.66,January,Sunday
177,10178,CUST-011,PROD-011,2023-01-08 09:00:00,7,0.1,Approved,Electronics,93.48,Customer_11,South,2020-03-15,588.92,January,Sunday
178,10179,CUST-098,PROD-012,2023-01-08 10:00:00,3,0.1,Approved,Furniture,64.77,Customer_98,Midwest,2021-11-14,174.88,January,Sunday
179,10180,CUST-022,PROD-013,2023-01-08 11:00:00,6,0.1,Approved,Office,60.22,Customer_22,East,2020-05-31,325.19,January,Sunday
180,10181,CUST-037,PROD-004,2023-01-08 12:00:00,5,0.1,Approved,Office,340.59,Customer_37,East,2020-09-13,1532.65,January,Sunday
181,10182,CUST-014,PROD-016,2023-01-08 13:00:00,1,0.1,Approved,Electronics,50.92,Customer_14,Midwest,2020-04-05,45.83,January,Sunday
182,10183,CUST-095,PROD-002,2023-01-08 14:00:00,9,0.2,Approved,Office,494.51,Customer_95,South,2021-10-24,3560.47,January,Sunday
